dish_id,total_calories,total_mass,ingredients,split,processed_ingredients
dish_1567801716,101.042,38.0,ingr_0000000011,train,cheese pizza
dish_1562790224,312.749756,116.0,ingr_0000000124;ingr_0000000291;ingr_0000000126;ingr_0000000161;ingr_0000000201;ingr_0000000515;ingr_0000000189;ingr_0000000517;ingr_0000000312,train,walnuts;mustard;olive oil;blueberries;arugula;vinegar;chard;pepper
dish_1564516483,364.234009,374.0,ingr_0000000102;ingr_0000000122;ingr_0000000045;ingr_0000000312;ingr_0000000542;ingr_0000000161;ingr_0000000291;ingr_0000000367;ingr_0000000524;ingr_0000000094;ingr_0000000244;ingr_0000000527;ingr_0000000095;ingr_0000000471;ingr_0000000049;ingr_0000000012;ingr_0000000033;ingr_0000000515,train,snow peas;garlic;carrot;pepper;white beans;olive oil;lime;parsley;onions;chicken breast;chive;artichokes;cherry tomatoes;fish;olives;bell peppers;arugula
dish_1556575273,103.300003,152.0,ingr_0000000034;ingr_0000000012;ingr_0000000016,train,celery;olives;brussels sprouts
dish_1559675101,13.33,31.0,ingr_0000000016,train,brussels sprouts
dish_1565210009,263.816223,290.0,ingr_0000000161;ingr_0000000520;ingr_0000000072;ingr_0000000094;ingr_0000000291;ingr_0000000043;ingr_0000000122;ingr_0000000038;ingr_0000000026;ingr_0000000523;ingr_0000000312;ingr_0000000189;ingr_0000000155;ingr_0000000016,train,olive oil;lemon juice;kale;onions;green beans;garlic;pineapple;white rice;cilantro;pepper;vinegar;chicken thighs;brussels sprouts
dish_1560455224,181.740845,244.0,ingr_0000000515;ingr_0000000126;ingr_0000000189;ingr_0000000029;ingr_0000000045;ingr_0000000531;ingr_0000000030;ingr_0000000291;ingr_0000000112;ingr_0000000043;ingr_0000000009;ingr_0000000161,train,arugula;mustard;vinegar;mixed greens;carrot;pumpkin seeds;lettuce;honeydew melons;green beans;wild rice;olive oil
dish_1563563492,192.370255,176.0,ingr_0000000161;ingr_0000000380;ingr_0000000525,train,olive oil;pizza;bok choy
dish_1564159588,477.151001,113.0,ingr_0000000080;ingr_0000000039;ingr_0000000004,train,turkey bacon;sausage;bacon
dish_1562704616,317.781311,213.0,ingr_0000000094;ingr_0000000189;ingr_0000000021;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000291;ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000161,train,onions;vinegar;squash;bok choy;millet;beef;cheese pizza;spinach (cooked);shallots;olive oil
dish_1566329203,94.25,377.0,ingr_0000000007,train,cauliflower
dish_1562961650,555.712891,312.0,ingr_0000000377;ingr_0000000026;ingr_0000000462;ingr_0000000448;ingr_0000000380;ingr_0000000094;ingr_0000000161;ingr_0000000523;ingr_0000000291;ingr_0000000122;ingr_0000000508;ingr_0000000541;ingr_0000000049;ingr_0000000525;ingr_0000000515;ingr_0000000520;ingr_0000000328;ingr_0000000312,train,quinoa;white rice;pork;jalapenos;pizza;onions;olive oil;cilantro;garlic;soy sauce;tomatillo;fish;bok choy;arugula;lemon juice;sugar;pepper
dish_1562008695,18.0,72.0,ingr_0000000007,train,cauliflower
dish_1568319725,111.637299,59.0,ingr_0000000161;ingr_0000000126;ingr_0000000031;ingr_0000000291;ingr_0000000122;ingr_0000000033;ingr_0000000073;ingr_0000000189,train,olive oil;mustard;cucumbers;garlic;bell peppers;radishes;vinegar
dish_1558641211,3.28,8.0,ingr_0000000045,train,carrot
dish_1561491121,31.45747,28.0,ingr_0000000291;ingr_0000000122;ingr_0000000161;ingr_0000000126;ingr_0000000201;ingr_0000000189;ingr_0000000036;ingr_0000000073,train,garlic;olive oil;mustard;blueberries;vinegar;spinach (raw);radishes
dish_1558723894,757.612976,405.0,ingr_0000000077;ingr_0000000007;ingr_0000000205;ingr_0000000054,train,almonds;cauliflower;corn on the cob;apple
dish_1559240089,202.821503,385.0,ingr_0000000291;ingr_0000000312;ingr_0000000161;ingr_0000000045;ingr_0000000058;ingr_0000000213,train,pepper;olive oil;carrot;orange;pears
dish_1560270585,43.800003,114.0,ingr_0000000038;ingr_0000000121,train,pineapple;watermelon
dish_1562611649,278.488983,146.0,ingr_0000000073;ingr_0000000392;ingr_0000000010;ingr_0000000189;ingr_0000000201;ingr_0000000072;ingr_0000000520;ingr_0000000291;ingr_0000000523;ingr_0000000038;ingr_0000000448;ingr_0000000036;ingr_0000000094;ingr_0000000126;ingr_0000000161;ingr_0000000026;ingr_0000000122,train,radishes;pepperoni pizza;steak;vinegar;blueberries;kale;lemon juice;cilantro;pineapple;jalapenos;spinach (raw);onions;mustard;olive oil;white rice;garlic
dish_1559838279,103.699997,114.0,ingr_0000000004;ingr_0000000013,train,bacon;berries
dish_1563566674,100.893005,88.0,ingr_0000000161;ingr_0000000012;ingr_0000000514,train,olive oil;olives;wheat berry
dish_1567107049,107.202995,23.0,ingr_0000000257,train,brownies
dish_1567537457,297.765015,361.0,ingr_0000000338;ingr_0000000038;ingr_0000000026;ingr_0000000319;ingr_0000000094;ingr_0000000031;ingr_0000000161;ingr_0000000072;ingr_0000000030;ingr_0000000471;ingr_0000000037;ingr_0000000012;ingr_0000000155;ingr_0000000189;ingr_0000000520;ingr_0000000291;ingr_0000000523;ingr_0000000033;ingr_0000000027;ingr_0000000122,train,vinaigrette;pineapple;white rice;feta cheese;onions;cucumbers;olive oil;kale;lettuce;cherry tomatoes;cantaloupe;olives;chicken thighs;vinegar;lemon juice;cilantro;bell peppers;broccoli;garlic
dish_1558637896,84.870003,123.0,ingr_0000000440,train,grapes
dish_1558721559,37.720001,92.0,ingr_0000000045,train,carrot
dish_1563305321,32.936092,67.0,ingr_0000000291;ingr_0000000045;ingr_0000000161;ingr_0000000312,train,carrot;olive oil;pepper
dish_1558630600,73.839996,142.0,ingr_0000000054,train,apple
dish_1566328894,236.650986,89.0,ingr_0000000011,train,cheese pizza
dish_1567022147,34.920002,128.0,ingr_0000000471;ingr_0000000033,train,cherry tomatoes;bell peppers
dish_1559841023,73.599998,46.0,ingr_0000000510,train,chicken apple sausage
dish_1565210073,364.416199,511.0,ingr_0000000291;ingr_0000000520;ingr_0000000161;ingr_0000000016;ingr_0000000523;ingr_0000000122;ingr_0000000312;ingr_0000000026;ingr_0000000038;ingr_0000000155;ingr_0000000189;ingr_0000000043;ingr_0000000094;ingr_0000000072;ingr_0000000006,train,lemon juice;olive oil;brussels sprouts;cilantro;garlic;pepper;white rice;pineapple;chicken thighs;vinegar;green beans;onions;kale;caesar salad
dish_1562861125,190.807861,235.0,ingr_0000000033;ingr_0000000126;ingr_0000000031;ingr_0000000291;ingr_0000000122;ingr_0000000128;ingr_0000000161;ingr_0000000189;ingr_0000000073,train,bell peppers;mustard;cucumbers;garlic;egg whites;olive oil;vinegar;radishes
dish_1564171970,498.821136,396.0,ingr_0000000122;ingr_0000000291;ingr_0000000520;ingr_0000000031;ingr_0000000522;ingr_0000000161;ingr_0000000514;ingr_0000000518;ingr_0000000072;ingr_0000000524;ingr_0000000023;ingr_0000000515;ingr_0000000332;ingr_0000000312,train,garlic;lemon juice;cucumbers;tatsoi;olive oil;wheat berry;thyme;kale;parsley;brown rice;arugula;salmon;pepper
dish_1567542914,513.996338,297.0,ingr_0000000203;ingr_0000000038;ingr_0000000155;ingr_0000000026;ingr_0000000312;ingr_0000000508;ingr_0000000498;ingr_0000000520;ingr_0000000072;ingr_0000000161;ingr_0000000122;ingr_0000000535;ingr_0000000523;ingr_0000000291;ingr_0000000027;ingr_0000000011;ingr_0000000045;ingr_0000000189;ingr_0000000094;ingr_0000000025,train,chili;pineapple;chicken thighs;white rice;pepper;soy sauce;orange juice;lemon juice;kale;olive oil;garlic;green onions;cilantro;broccoli;cheese pizza;carrot;vinegar;onions;beef
dish_1566931674,990.989014,531.0,ingr_0000000028;ingr_0000000029;ingr_0000000042;ingr_0000000027;ingr_0000000148;ingr_0000000161;ingr_0000000012,train,chicken;mixed greens;avocado;broccoli;parmesan cheese;olive oil;olives
dish_1560454513,54.444004,62.0,ingr_0000000122;ingr_0000000161;ingr_0000000031;ingr_0000000029;ingr_0000000045;ingr_0000000043;ingr_0000000291;ingr_0000000471;ingr_0000000524;ingr_0000000189,train,garlic;olive oil;cucumbers;mixed greens;carrot;green beans;cherry tomatoes;parsley;vinegar
dish_1560270630,120.560005,215.0,ingr_0000000038;ingr_0000000121;ingr_0000000437,train,pineapple;watermelon;sweet potato
dish_1558115601,85.470001,111.0,ingr_0000000005,train,potatoes
dish_1562871448,295.850922,276.0,ingr_0000000026;ingr_0000000021;ingr_0000000291;ingr_0000000011;ingr_0000000016;ingr_0000000312;ingr_0000000161,train,white rice;squash;cheese pizza;brussels sprouts;pepper;olive oil
dish_1558029923,279.550995,200.0,ingr_0000000004;ingr_0000000192;ingr_0000000037,train,bacon;yam;cantaloupe
dish_1565898723,603.390259,588.0,ingr_0000000133;ingr_0000000043;ingr_0000000471;ingr_0000000540;ingr_0000000448;ingr_0000000094;ingr_0000000161;ingr_0000000402;ingr_0000000122;ingr_0000000367;ingr_0000000523;ingr_0000000332;ingr_0000000012;ingr_0000000291;ingr_0000000023;ingr_0000000036;ingr_0000000520;ingr_0000000045;ingr_0000000203,train,shallots;green beans;cherry tomatoes;ginger;jalapenos;onions;olive oil;tuna;garlic;lime;cilantro;salmon;olives;brown rice;spinach (raw);lemon juice;carrot;chili
dish_1565194684,196.559998,378.0,ingr_0000000128,train,egg whites
dish_1568401167,426.360016,228.0,ingr_0000000141,train,tuna salad
dish_1563813221,19.402905,38.0,ingr_0000000291;ingr_0000000312;ingr_0000000161;ingr_0000000016,train,pepper;olive oil;brussels sprouts
dish_1563309315,613.17688,462.0,ingr_0000000012;ingr_0000000028;ingr_0000000524;ingr_0000000036;ingr_0000000514;ingr_0000000518;ingr_0000000161;ingr_0000000291;ingr_0000000520;ingr_0000000133;ingr_0000000033;ingr_0000000030;ingr_0000000122,train,olives;chicken;parsley;spinach (raw);wheat berry;thyme;olive oil;lemon juice;shallots;bell peppers;lettuce;garlic
dish_1560443437,116.279999,204.0,ingr_0000000013,train,berries
dish_1562963583,138.320007,52.0,ingr_0000000380,train,pizza
dish_1565107119,426.374634,562.0,ingr_0000000437;ingr_0000000008;ingr_0000000161;ingr_0000000128,train,sweet potato;scrambled eggs;olive oil;egg whites
dish_1563553756,309.145813,124.0,ingr_0000000029;ingr_0000000294;ingr_0000000041;ingr_0000000338;ingr_0000000004;ingr_0000000040,train,mixed greens;granola;blackberries;vinaigrette;bacon;raspberries
dish_1565119642,26.52,78.0,ingr_0000000072;ingr_0000000517,train,kale;chard
dish_1564429184,389.65799,202.0,ingr_0000000177,train,tempeh
dish_1562950018,200.220001,142.0,ingr_0000000433,train,roasted potatoes
dish_1566502061,408.339417,385.0,ingr_0000000462;ingr_0000000205;ingr_0000000525;ingr_0000000312;ingr_0000000122;ingr_0000000508;ingr_0000000026;ingr_0000000328;ingr_0000000291;ingr_0000000161,train,pork;corn on the cob;bok choy;pepper;garlic;soy sauce;white rice;sugar;olive oil
dish_1558639167,80.079994,154.0,ingr_0000000054,train,apple
dish_1562788816,506.603485,320.0,ingr_0000000471;ingr_0000000462;ingr_0000000205;ingr_0000000094;ingr_0000000524;ingr_0000000161;ingr_0000000534;ingr_0000000520;ingr_0000000049;ingr_0000000312;ingr_0000000026;ingr_0000000023;ingr_0000000189;ingr_0000000521;ingr_0000000291;ingr_0000000027;ingr_0000000122;ingr_0000000133;ingr_0000000535,train,cherry tomatoes;pork;corn on the cob;onions;parsley;olive oil;country rice;lemon juice;fish;pepper;white rice;brown rice;vinegar;basil;broccoli;garlic;shallots;green onions
dish_1558719040,31.960001,94.0,ingr_0000000037,train,cantaloupe
dish_1567801748,169.072418,71.0,ingr_0000000011;ingr_0000000328;ingr_0000000508;ingr_0000000122;ingr_0000000291;ingr_0000000026;ingr_0000000525;ingr_0000000312;ingr_0000000462,train,cheese pizza;sugar;soy sauce;garlic;white rice;bok choy;pepper;pork
dish_1559844063,139.810013,277.0,ingr_0000000002;ingr_0000000213,train,strawberries;pears
dish_1565036953,586.944702,443.0,ingr_0000000535;ingr_0000000203;ingr_0000000155;ingr_0000000026;ingr_0000000007;ingr_0000000189;ingr_0000000006;ingr_0000000023;ingr_0000000094;ingr_0000000521;ingr_0000000498;ingr_0000000508;ingr_0000000161;ingr_0000000520;ingr_0000000027;ingr_0000000291;ingr_0000000025;ingr_0000000073;ingr_0000000433;ingr_0000000524;ingr_0000000072;ingr_0000000515;ingr_0000000518;ingr_0000000122;ingr_0000000011,train,green onions;chili;chicken thighs;white rice;cauliflower;vinegar;caesar salad;brown rice;onions;basil;orange juice;soy sauce;olive oil;lemon juice;broccoli;beef;radishes;roasted potatoes;parsley;kale;arugula;thyme;garlic;cheese pizza
dish_1559848857,28.089998,53.0,ingr_0000000507,train,mandarin oranges
dish_1558640705,96.759995,234.0,ingr_0000000471;ingr_0000000054;ingr_0000000037,train,cherry tomatoes;apple;cantaloupe
dish_1561407312,127.826668,121.0,ingr_0000000028;ingr_0000000026;ingr_0000000094;ingr_0000000312;ingr_0000000472;ingr_0000000540;ingr_0000000161;ingr_0000000535;ingr_0000000126;ingr_0000000122;ingr_0000000045;ingr_0000000471;ingr_0000000036;ingr_0000000189;ingr_0000000043;ingr_0000000291;ingr_0000000027;ingr_0000000213;ingr_0000000029;ingr_0000000508,train,chicken;white rice;onions;pepper;couscous;ginger;olive oil;green onions;mustard;garlic;carrot;cherry tomatoes;spinach (raw);vinegar;green beans;broccoli;pears;mixed greens;soy sauce
dish_1560799368,108.403069,53.0,ingr_0000000026;ingr_0000000516;ingr_0000000524;ingr_0000000094;ingr_0000000485;ingr_0000000161;ingr_0000000291;ingr_0000000462;ingr_0000000515;ingr_0000000122,train,white rice;rosemary;parsley;onions;zucchini;olive oil;pork;arugula;garlic
dish_1563911156,140.448929,96.0,ingr_0000000161;ingr_0000000094;ingr_0000000312;ingr_0000000032;ingr_0000000513;ingr_0000000033;ingr_0000000028;ingr_0000000291;ingr_0000000122;ingr_0000000036;ingr_0000000448,train,olive oil;onions;pepper;tomatoes;millet;bell peppers;chicken;garlic;spinach (raw);jalapenos
dish_1558725621,349.220032,223.0,ingr_0000000016;ingr_0000000077;ingr_0000000007,train,brussels sprouts;almonds;cauliflower
dish_1563464627,310.5,115.0,ingr_0000000495;ingr_0000000264,train,cream cheese;bagels
dish_1565898511,57.16,102.0,ingr_0000000471;ingr_0000000012,train,cherry tomatoes;olives
dish_1563812535,298.893005,266.0,ingr_0000000080;ingr_0000000128,train,turkey bacon;egg whites
dish_1559149650,26.24,64.0,ingr_0000000045,train,carrot
dish_1561575300,326.780029,199.0,ingr_0000000161;ingr_0000000094;ingr_0000000291;ingr_0000000033;ingr_0000000133;ingr_0000000511;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000189,train,olive oil;onions;bell peppers;shallots;spinach (cooked);millet;bok choy;beef;vinegar
dish_1563564797,411.264465,310.0,ingr_0000000026;ingr_0000000045;ingr_0000000179;ingr_0000000517;ingr_0000000514;ingr_0000000341;ingr_0000000421;ingr_0000000518;ingr_0000000072;ingr_0000000524;ingr_0000000034;ingr_0000000527;ingr_0000000133;ingr_0000000205;ingr_0000000306;ingr_0000000046;ingr_0000000148;ingr_0000000049;ingr_0000000471;ingr_0000000161;ingr_0000000140;ingr_0000000094;ingr_0000000520;ingr_0000000291;ingr_0000000122,train,white rice;carrot;eggs;chard;wheat berry;cream;ground turkey;thyme;kale;parsley;celery;chive;shallots;corn on the cob;croutons;mushroom;parmesan cheese;fish;cherry tomatoes;olive oil;caesar dressing;onions;lemon juice;garlic
dish_1568048053,607.200073,356.0,ingr_0000000510;ingr_0000000080;ingr_0000000008;ingr_0000000161;ingr_0000000027,train,chicken apple sausage;turkey bacon;scrambled eggs;olive oil;broccoli
dish_1561575274,305.180023,145.0,ingr_0000000161;ingr_0000000094;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000189,train,olive oil;onions;shallots;spinach (cooked);millet;bok choy;beef;vinegar
dish_1564073716,214.527802,295.0,ingr_0000000008;ingr_0000000161;ingr_0000000437;ingr_0000000128,train,scrambled eggs;olive oil;sweet potato;egg whites
dish_1566934455,528.042908,395.0,ingr_0000000312;ingr_0000000515;ingr_0000000455;ingr_0000000095;ingr_0000000161;ingr_0000000524;ingr_0000000102;ingr_0000000094;ingr_0000000291;ingr_0000000367;ingr_0000000527;ingr_0000000122;ingr_0000000049;ingr_0000000542;ingr_0000000011;ingr_0000000007;ingr_0000000033,train,pepper;arugula;cookies;artichokes;olive oil;parsley;snow peas;onions;lime;chive;garlic;fish;white beans;cheese pizza;cauliflower;bell peppers
dish_1563395374,158.333496,84.0,ingr_0000000011;ingr_0000000312;ingr_0000000161;ingr_0000000045;ingr_0000000291,train,cheese pizza;pepper;olive oil;carrot
dish_1562012048,278.973877,248.0,ingr_0000000377;ingr_0000000291;ingr_0000000515;ingr_0000000524;ingr_0000000518;ingr_0000000520;ingr_0000000161;ingr_0000000122;ingr_0000000133,train,quinoa;arugula;parsley;thyme;lemon juice;olive oil;garlic;shallots
dish_1566413419,285.830017,280.0,ingr_0000000028;ingr_0000000042;ingr_0000000036;ingr_0000000027,train,chicken;avocado;spinach (raw);broccoli
dish_1562095283,229.517426,197.0,ingr_0000000094;ingr_0000000031;ingr_0000000126;ingr_0000000291;ingr_0000000122;ingr_0000000457;ingr_0000000189;ingr_0000000036;ingr_0000000161,train,onions;cucumbers;mustard;garlic;sun dried tomatoes;vinegar;spinach (raw);olive oil
dish_1560541706,110.802574,140.0,ingr_0000000124;ingr_0000000291;ingr_0000000126;ingr_0000000161;ingr_0000000189;ingr_0000000517;ingr_0000000201;ingr_0000000515;ingr_0000000312;ingr_0000000007,train,walnuts;mustard;olive oil;vinegar;chard;blueberries;arugula;pepper;cauliflower
dish_1565798558,88.315727,109.0,ingr_0000000367;ingr_0000000291;ingr_0000000029;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000189;ingr_0000000027;ingr_0000000312;ingr_0000000471;ingr_0000000030,train,lime;mixed greens;olive oil;cucumbers;onions;vinegar;broccoli;pepper;cherry tomatoes;lettuce
dish_1562690047,68.642334,68.0,ingr_0000000029;ingr_0000000094;ingr_0000000367;ingr_0000000030;ingr_0000000031;ingr_0000000161;ingr_0000000189;ingr_0000000471;ingr_0000000312;ingr_0000000291,train,mixed greens;onions;lime;lettuce;cucumbers;olive oil;vinegar;cherry tomatoes;pepper
dish_1563206562,98.208679,68.0,ingr_0000000192;ingr_0000000437;ingr_0000000161,train,yam;sweet potato;olive oil
dish_1561577219,308.891754,216.0,ingr_0000000517;ingr_0000000050;ingr_0000000189;ingr_0000000515;ingr_0000000312;ingr_0000000046;ingr_0000000518;ingr_0000000028;ingr_0000000519;ingr_0000000291;ingr_0000000011;ingr_0000000122;ingr_0000000126;ingr_0000000133;ingr_0000000441;ingr_0000000335;ingr_0000000201;ingr_0000000514;ingr_0000000341;ingr_0000000124;ingr_0000000433;ingr_0000000521;ingr_0000000520;ingr_0000000428;ingr_0000000516;ingr_0000000161,train,chard;tofu;vinegar;arugula;pepper;mushroom;thyme;chicken;oregano;cheese pizza;garlic;mustard;shallots;butter;eggplant;blueberries;wheat berry;cream;walnuts;roasted potatoes;basil;lemon juice;white wine;rosemary;olive oil
dish_1559158425,2.99,13.0,ingr_0000000036,train,spinach (raw)
dish_1561654732,242.360001,191.0,ingr_0000000437;ingr_0000000008,train,sweet potato;scrambled eggs
dish_1567110519,100.944618,100.0,ingr_0000000030;ingr_0000000367;ingr_0000000029;ingr_0000000312;ingr_0000000094;ingr_0000000031;ingr_0000000161;ingr_0000000189;ingr_0000000291;ingr_0000000471,train,lettuce;lime;mixed greens;pepper;onions;cucumbers;olive oil;vinegar;cherry tomatoes
dish_1565725071,109.659996,190.0,ingr_0000000012;ingr_0000000045;ingr_0000000033,train,olives;carrot;bell peppers
dish_1562702379,100.882935,227.0,ingr_0000000030;ingr_0000000471;ingr_0000000033;ingr_0000000031;ingr_0000000319;ingr_0000000094;ingr_0000000012;ingr_0000000007;ingr_0000000338,train,lettuce;cherry tomatoes;bell peppers;cucumbers;feta cheese;onions;olives;cauliflower;vinaigrette
dish_1566413388,207.429993,231.0,ingr_0000000028;ingr_0000000036;ingr_0000000027,train,chicken;spinach (raw);broccoli
dish_1559925083,125.135506,81.0,ingr_0000000192;ingr_0000000437;ingr_0000000004,train,yam;sweet potato;bacon
dish_1561134156,118.540001,220.0,ingr_0000000121;ingr_0000000013;ingr_0000000437,train,watermelon;berries;sweet potato
dish_1559240875,116.116005,203.0,ingr_0000000213,train,pears
dish_1565209922,201.565338,169.0,ingr_0000000072;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000122;ingr_0000000026;ingr_0000000038;ingr_0000000523;ingr_0000000189;ingr_0000000161;ingr_0000000155,train,kale;lemon juice;onions;garlic;white rice;pineapple;cilantro;vinegar;olive oil;chicken thighs
dish_1564169197,116.449997,50.0,ingr_0000000273,train,sandwiches
dish_1561060448,109.018997,41.0,ingr_0000000011,train,cheese pizza
dish_1565811390,205.092285,266.0,ingr_0000000332;ingr_0000000525;ingr_0000000291;ingr_0000000515;ingr_0000000161;ingr_0000000023;ingr_0000000514;ingr_0000000518;ingr_0000000312,train,salmon;bok choy;arugula;olive oil;brown rice;wheat berry;thyme;pepper
dish_1565809033,341.419983,433.0,ingr_0000000033;ingr_0000000094;ingr_0000000471;ingr_0000000402,train,bell peppers;onions;cherry tomatoes;tuna
dish_1563389446,117.787598,173.0,ingr_0000000122;ingr_0000000073;ingr_0000000201;ingr_0000000036;ingr_0000000189;ingr_0000000161;ingr_0000000126;ingr_0000000027;ingr_0000000291,train,garlic;radishes;blueberries;spinach (raw);vinegar;olive oil;mustard;broccoli
dish_1562617492,558.5578,373.0,ingr_0000000073;ingr_0000000023;ingr_0000000189;ingr_0000000072;ingr_0000000094;ingr_0000000523;ingr_0000000433;ingr_0000000122;ingr_0000000006;ingr_0000000038;ingr_0000000010;ingr_0000000515;ingr_0000000392;ingr_0000000448;ingr_0000000155;ingr_0000000026;ingr_0000000518;ingr_0000000161;ingr_0000000524;ingr_0000000520;ingr_0000000521;ingr_0000000027;ingr_0000000291,train,radishes;brown rice;vinegar;kale;onions;cilantro;roasted potatoes;garlic;caesar salad;pineapple;steak;arugula;pepperoni pizza;jalapenos;chicken thighs;white rice;thyme;olive oil;parsley;lemon juice;basil;broccoli
dish_1558628339,70.330002,13.0,ingr_0000000004,train,bacon
dish_1560356627,980.047974,301.0,ingr_0000000008;ingr_0000000004;ingr_0000000039,train,scrambled eggs;bacon;sausage
dish_1566847483,476.231934,314.0,ingr_0000000189;ingr_0000000291;ingr_0000000133;ingr_0000000201;ingr_0000000152;ingr_0000000161;ingr_0000000524;ingr_0000000515;ingr_0000000520;ingr_0000000116;ingr_0000000082;ingr_0000000514;ingr_0000000462;ingr_0000000045;ingr_0000000518;ingr_0000000122;ingr_0000000126;ingr_0000000448;ingr_0000000517;ingr_0000000312;ingr_0000000377,train,vinegar;shallots;blueberries;cabbage;olive oil;parsley;arugula;lemon juice;mayonnaise;pecans;wheat berry;pork;carrot;thyme;garlic;mustard;jalapenos;chard;pepper;quinoa
dish_1562785159,265.662659,315.0,ingr_0000000535;ingr_0000000291;ingr_0000000006;ingr_0000000534;ingr_0000000094;ingr_0000000161;ingr_0000000049;ingr_0000000122,train,green onions;caesar salad;country rice;onions;olive oil;fish;garlic
dish_1560455179,103.320847,150.0,ingr_0000000045;ingr_0000000112;ingr_0000000531;ingr_0000000030;ingr_0000000126;ingr_0000000291;ingr_0000000161;ingr_0000000515;ingr_0000000189;ingr_0000000029,train,carrot;honeydew melons;pumpkin seeds;lettuce;mustard;olive oil;arugula;vinegar;mixed greens
dish_1568056258,506.357971,485.0,ingr_0000000012;ingr_0000000045;ingr_0000000028;ingr_0000000140;ingr_0000000471;ingr_0000000094,train,olives;carrot;chicken;caesar dressing;cherry tomatoes;onions
dish_1558637351,80.079994,154.0,ingr_0000000054,train,apple
dish_1562875273,495.910278,306.0,ingr_0000000006;ingr_0000000312;ingr_0000000036;ingr_0000000021;ingr_0000000514;ingr_0000000516;ingr_0000000520;ingr_0000000380;ingr_0000000524;ingr_0000000122;ingr_0000000043;ingr_0000000518;ingr_0000000161;ingr_0000000521;ingr_0000000485;ingr_0000000291;ingr_0000000028,train,caesar salad;pepper;spinach (raw);squash;wheat berry;rosemary;lemon juice;pizza;parsley;garlic;green beans;thyme;olive oil;basil;zucchini;chicken
dish_1565118096,656.429932,588.0,ingr_0000000244;ingr_0000000402;ingr_0000000011;ingr_0000000471;ingr_0000000033;ingr_0000000045;ingr_0000000038,train,chicken breast;tuna;cheese pizza;cherry tomatoes;bell peppers;carrot;pineapple
dish_1558116260,433.575012,75.0,ingr_0000000077,train,almonds
dish_1563986093,239.029999,215.0,ingr_0000000013;ingr_0000000008,train,berries;scrambled eggs
dish_1562690144,645.762329,354.0,ingr_0000000471;ingr_0000000367;ingr_0000000312;ingr_0000000029;ingr_0000000510;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000008;ingr_0000000189;ingr_0000000004;ingr_0000000291;ingr_0000000030,train,cherry tomatoes;lime;pepper;mixed greens;chicken apple sausage;olive oil;cucumbers;onions;scrambled eggs;vinegar;bacon;lettuce
dish_1559751744,227.329987,188.0,ingr_0000000179;ingr_0000000013,train,eggs;berries
dish_1562097673,345.657349,307.0,ingr_0000000463;ingr_0000000524;ingr_0000000515;ingr_0000000189;ingr_0000000095;ingr_0000000126;ingr_0000000030;ingr_0000000102;ingr_0000000122;ingr_0000000033;ingr_0000000161;ingr_0000000542;ingr_0000000049;ingr_0000000045;ingr_0000000527;ingr_0000000312;ingr_0000000094;ingr_0000000291;ingr_0000000367;ingr_0000000514,train,beets;parsley;arugula;vinegar;artichokes;mustard;lettuce;snow peas;garlic;bell peppers;olive oil;white beans;fish;carrot;chive;pepper;onions;lime;wheat berry
dish_1564086778,645.801453,437.0,ingr_0000000291;ingr_0000000525;ingr_0000000517;ingr_0000000036;ingr_0000000462;ingr_0000000161;ingr_0000000524;ingr_0000000520;ingr_0000000011;ingr_0000000527;ingr_0000000045;ingr_0000000028;ingr_0000000052;ingr_0000000026;ingr_0000000074;ingr_0000000205;ingr_0000000471;ingr_0000000023;ingr_0000000312;ingr_0000000328;ingr_0000000508;ingr_0000000094;ingr_0000000516;ingr_0000000521;ingr_0000000122;ingr_0000000532;ingr_0000000006,train,bok choy;chard;spinach (raw);pork;olive oil;parsley;lemon juice;cheese pizza;chive;carrot;chicken;cheese;white rice;pasta;corn on the cob;cherry tomatoes;brown rice;pepper;sugar;soy sauce;onions;rosemary;basil;garlic;pesto;caesar salad
dish_1563207389,337.27002,327.0,ingr_0000000038;ingr_0000000437;ingr_0000000161;ingr_0000000008;ingr_0000000128;ingr_0000000440;ingr_0000000192,train,pineapple;sweet potato;olive oil;scrambled eggs;egg whites;grapes;yam
dish_1567022338,507.243011,463.0,ingr_0000000045;ingr_0000000033;ingr_0000000028;ingr_0000000148;ingr_0000000094;ingr_0000000471;ingr_0000000012,train,carrot;bell peppers;chicken;parmesan cheese;onions;cherry tomatoes;olives
dish_1560368815,400.337677,442.0,ingr_0000000029;ingr_0000000045;ingr_0000000515;ingr_0000000126;ingr_0000000122;ingr_0000000073;ingr_0000000201;ingr_0000000335;ingr_0000000189;ingr_0000000050;ingr_0000000036;ingr_0000000161;ingr_0000000531;ingr_0000000014;ingr_0000000291;ingr_0000000030,train,mixed greens;carrot;arugula;mustard;garlic;radishes;blueberries;eggplant;vinegar;tofu;spinach (raw);olive oil;pumpkin seeds;asparagus;lettuce
